TX_TIME,TX_DAY,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_FRAUD,X_TERMINAL,Y_TERMINAL,TX_DATETIME
57725,5,87,3022,9.49,True,1.95,-34.96,2018-04-06 16:02:05
72357,5,87,4090,6.72,True,0.19,0.28,2018-04-06 20:05:57
86400,5,87,2321,3.42,True,29.05,31.6,2018-04-07 00:00:00
62801,6,87,7403,6.5,True,6.84,-12.8,2018-04-07 17:26:41
76493,6,87,3558,3.49,True,36.83,16.17,2018-04-07 21:14:53
29534,7,87,2627,3.44,True,-42.83,5.26,2018-04-08 08:12:14
35797,8,87,5225,19.91,True,34.83,-10.72,2018-04-09 09:56:37
51547,8,87,1298,13.68,True,-13.57,0.28,2018-04-09 14:19:07
71607,8,87,3928,24.49,True,2.4,20.39,2018-04-09 19:53:27
76763,8,87,2167,20.4,True,17.94,6.4,2018-04-09 21:19:23
41649,9,87,6341,16.35,True,4.89,19.26,2018-04-10 11:34:09
13390,0,88,6159,23.47,False,0.41,-0.08,2018-04-01 03:43:10
50793,0,88,5243,64.87,False,0.46,-0.19,2018-04-01 14:06:33
72405,1,88,1302,54.19,False,-0.01,-0.0,2018-04-02 20:06:45
8035,1,88,5243,47.52,False,0.46,-0.19,2018-04-02 02:13:55
15472,1,88,1264,21.4,False,0.44,-0.01,2018-04-02 04:17:52
42842,3,88,7948,104.35,True,26.32,-21.55,2018-04-04 11:54:02
48108,3,88,2719,108.04,True,0.84,-1.26,2018-04-04 13:21:48
38430,4,88,7224,134.15,True,26.2,-7.35,2018-04-05 10:40:30
57358,4,88,4564,137.45,True,33.79,-10.84,2018-04-05 15:55:58
70178,4,88,2198,139.63,True,13.12,6.91,2018-04-05 19:29:38
73470,4,88,1157,162.41,True,33.64,36.5,2018-04-05 20:24:30
76224,4,88,124,229.97,True,29.05,-38.44,2018-04-05 21:10:24
80836,4,88,7707,222.41,True,0.64,-34.59,2018-04-05 22:27:16
86400,4,88,7812,220.86,True,-10.38,20.71,2018-04-06 00:00:00
60658,5,88,2084,248.07,True,12.93,8.98,2018-04-06 16:50:58
86400,5,88,3149,236.93,True,-13.66,33.56,2018-04-07 00:00:00
86400,5,88,2425,274.11,True,-36.1,33.22,2018-04-07 00:00:00
46142,6,88,5332,320.35,True,18.89,22.59,2018-04-07 12:49:02
61789,6,88,5772,357.95,True,-20.0,10.37,2018-04-07 17:09:49
73926,6,88,6016,373.71,True,-36.42,-10.31,2018-04-07 20:32:06
86400,6,88,6439,409.32,True,7.58,26.25,2018-04-08 00:00:00
86400,6,88,4437,475.6,True,35.15,30.03,2018-04-08 00:00:00
86400,6,88,3572,491.61,True,-8.76,-45.85,2018-04-08 00:00:00
86400,6,88,6789,568.53,True,-22.76,-42.75,2018-04-08 00:00:00
19261,7,88,2762,619.14,True,25.82,5.67,2018-04-08 05:21:01
42744,7,88,3523,675.65,True,36.18,4.65,2018-04-08 11:52:24
44590,7,88,6093,779.69,True,-26.5,-23.08,2018-04-08 12:23:10
76076,7,88,3806,850.46,True,-36.01,27.15,2018-04-08 21:07:56
78463,7,88,2999,954.56,True,14.34,19.57,2018-04-08 21:47:43
84489,7,88,2281,1061.54,True,41.9,13.39,2018-04-08 23:28:09
84735,7,88,3282,1155.44,True,-4.79,6.08,2018-04-08 23:32:15
84881,7,88,1394,1257.32,True,47.55,-1.55,2018-04-08 23:34:41
62631,8,88,2511,1355.86,True,-9.15,-46.77,2018-04-09 17:23:51
78998,8,88,114,1473.88,True,-30.3,-32.73,2018-04-09 21:56:38
86400,8,88,591,1635.33,True,28.79,-13.1,2018-04-10 00:00:00
86400,8,88,5113,1789.05,True,8.88,-34.21,2018-04-10 00:00:00
39919,9,88,240,1941.6,True,-10.52,-29.66,2018-04-10 11:05:19
42162,9,88,852,2168.52,True,17.31,13.54,2018-04-10 11:42:42
62889,9,88,2394,2374.35,True,-11.9,21.59,2018-04-10 17:28:09
65779,9,88,343,2615.3,True,-5.35,28.08,2018-04-10 18:16:19
86400,9,88,134,2884.99,True,-4.86,17.3,2018-04-11 00:00:00
86400,0,89,4926,10.62,False,-2.49,-1.25,2018-04-02 00:00:00
58214,0,89,4926,0.0,False,-2.49,-1.25,2018-04-01 16:10:14
43195,0,89,4926,50.24,False,-2.49,-1.25,2018-04-01 11:59:55
59957,0,89,4926,22.93,False,-2.49,-1.25,2018-04-01 16:39:17
63981,0,89,7559,28.0,False,-2.34,-1.64,2018-04-01 17:46:21
39918,1,89,7559,29.91,False,-2.34,-1.64,2018-04-02 11:05:18
20472,1,89,1582,68.16,False,-2.8,0.16,2018-04-02 05:41:12
44160,2,89,7559,58.95,False,-2.34,-1.64,2018-04-03 12:16:00
64094,2,89,629,19.71,False,-2.79,-1.58,2018-04-03 17:48:14
67522,2,89,4926,47.8,False,-2.49,-1.25,2018-04-03 18:45:22
22381,2,89,7123,46.76,False,0.04,-2.01,2018-04-03 06:13:01
22740,2,89,2662,68.86,False,-2.42,-1.3,2018-04-03 06:19:00
59475,3,89,2662,36.83,False,-2.42,-1.3,2018-04-04 16:31:15
68496,3,89,629,7.98,False,-2.79,-1.58,2018-04-04 19:01:36
28213,3,89,2662,33.37,False,-2.42,-1.3,2018-04-04 07:50:13
86400,3,89,4278,17.75,False,-2.79,-1.86,2018-04-05 00:00:00
9053,4,89,629,10.61,False,-2.79,-1.58,2018-04-05 02:30:53
61324,4,89,4926,26.84,False,-2.49,-1.25,2018-04-05 17:02:04
40018,4,89,1834,52.75,False,-1.19,0.39,2018-04-05 11:06:58
40038,4,89,2662,42.08,False,-2.42,-1.3,2018-04-05 11:07:18
53904,4,89,3176,29.96,False,-1.7,-0.79,2018-04-05 14:58:24
39873,4,89,4278,42.81,False,-2.79,-1.86,2018-04-05 11:04:33
60563,5,89,7559,23.06,False,-2.34,-1.64,2018-04-06 16:49:23
0,5,89,4926,51.16,False,-2.49,-1.25,2018-04-06 00:00:00
61754,5,89,4926,42.01,False,-2.49,-1.25,2018-04-06 17:09:14
48565,5,89,2662,27.41,False,-2.42,-1.3,2018-04-06 13:29:25
53203,6,89,2977,54.48,False,-1.61,-1.56,2018-04-07 14:46:43
44329,6,89,2662,85.75,False,-2.42,-1.3,2018-04-07 12:18:49
11925,6,89,4928,41.3,False,-3.65,-1.46,2018-04-07 03:18:45
19712,6,89,2662,54.98,False,-2.42,-1.3,2018-04-07 05:28:32
11570,7,89,2662,12.72,False,-2.42,-1.3,2018-04-08 03:12:50
30536,7,89,7559,43.26,False,-2.34,-1.64,2018-04-08 08:28:56
31290,7,89,7559,27.01,False,-2.34,-1.64,2018-04-08 08:41:30
39582,7,89,2662,33.56,False,-2.42,-1.3,2018-04-08 10:59:42
72948,8,89,2662,51.28,False,-2.42,-1.3,2018-04-09 20:15:48
36708,9,89,4136,78.22,False,-2.95,-1.85,2018-04-10 10:11:48
53033,0,90,7361,44.58,False,-0.12,17.73,2018-04-01 14:43:53
48330,1,90,2299,109.62,False,-2.43,20.12,2018-04-02 13:25:30
29447,4,90,564,40.96,False,-1.14,18.6,2018-04-05 08:10:47
44929,5,90,3041,70.89,False,-0.97,18.84,2018-04-06 12:28:49
72782,8,90,564,118.51,False,-1.14,18.6,2018-04-09 20:13:02
30384,9,90,1931,104.88,False,-0.63,18.66,2018-04-10 08:26:24
68542,0,91,7381,20.36,False,-0.72,0.49,2018-04-01 19:02:22
22744,3,91,7381,66.8,False,-0.72,0.49,2018-04-04 06:19:04
55649,4,91,3316,153.38,True,-32.89,-5.14,2018-04-05 15:27:29
77926,4,91,2688,189.56,True,-15.76,24.13,2018-04-05 21:38:46
84856,4,91,877,202.71,True,15.53,-46.26,2018-04-05 23:34:16
30864,5,91,4237,221.52,True,-12.2,-41.92,2018-04-06 08:34:24
54208,5,91,6675,257.98,True,-3.07,44.96,2018-04-06 15:03:28
78688,7,91,3908,323.65,True,11.8,-4.63,2018-04-08 21:51:28
82547,7,91,5999,335.3,True,-19.16,42.84,2018-04-08 22:55:47
66678,9,91,1281,413.62,True,2.25,1.11,2018-04-10 18:31:18
86400,9,91,142,450.89,True,28.18,6.47,2018-04-11 00:00:00
70501,0,92,4371,112.12,False,20.36,7.18,2018-04-01 19:35:01
39528,0,92,7550,72.08,False,21.78,8.26,2018-04-01 10:58:48
45249,0,92,4371,11.8,False,20.36,7.18,2018-04-01 12:34:09
12160,1,92,4371,62.36,False,20.36,7.18,2018-04-02 03:22:40
34701,1,92,4371,118.44,False,20.36,7.18,2018-04-02 09:38:21
38468,1,92,7095,120.24,False,19.47,7.87,2018-04-02 10:41:08
33672,1,92,6012,119.07,False,20.41,8.15,2018-04-02 09:21:12
53328,1,92,4371,78.01,False,20.36,7.18,2018-04-02 14:48:48
32964,1,92,4371,78.43,False,20.36,7.18,2018-04-02 09:09:24
77054,1,92,4371,56.46,False,20.36,7.18,2018-04-02 21:24:14
36412,2,92,4371,53.36,False,20.36,7.18,2018-04-03 10:06:52
75602,2,92,4371,86.9,False,20.36,7.18,2018-04-03 21:00:02
72153,2,92,4371,70.41,False,20.36,7.18,2018-04-03 20:02:33
78401,3,92,399,8.65,True,30.78,-16.3,2018-04-04 21:46:41
51370,4,92,2304,17.13,True,-34.16,33.45,2018-04-05 14:16:10
66100,4,92,4154,22.68,True,-20.89,-1.12,2018-04-05 18:21:40
66849,4,92,4443,42.07,True,-11.61,-34.33,2018-04-05 18:34:09
12249,5,92,4249,56.65,True,-3.43,7.78,2018-04-06 03:24:09
53649,5,92,3077,73.08,True,9.17,1.9,2018-04-06 14:54:09
40362,6,92,7487,60.32,True,-1.97,-0.76,2018-04-07 11:12:42
70124,6,92,5974,65.31,True,-4.83,-27.03,2018-04-07 19:28:44
80319,6,92,5875,81.6,True,16.74,-20.76,2018-04-07 22:18:39
86400,6,92,1513,91.79,True,-29.7,-36.71,2018-04-08 00:00:00
86400,6,92,7654,103.14,True,38.73,17.54,2018-04-08 00:00:00
86400,6,92,5528,84.97,True,27.66,-11.53,2018-04-08 00:00:00
31383,7,92,741,114.13,True,27.21,0.98,2018-04-08 08:43:03
51502,7,92,2532,111.34,True,35.88,8.43,2018-04-08 14:18:22
68810,7,92,3946,113.53,True,-37.41,14.4,2018-04-08 19:06:50
39554,8,92,4217,136.2,True,0.98,48.06,2018-04-09 10:59:14
65564,8,92,6048,136.93,True,6.19,-6.34,2018-04-09 18:12:44
72216,8,92,2787,158.02,True,22.4,23.36,2018-04-09 20:03:36
82333,8,92,7655,176.03,True,-15.73,-47.11,2018-04-09 22:52:13
86400,8,92,2066,181.16,True,-22.08,-24.64,2018-04-10 00:00:00
86400,8,92,3416,205.79,True,22.3,-12.53,2018-04-10 00:00:00
86400,8,92,4420,211.11,True,17.38,-22.81,2018-04-10 00:00:00
86400,8,92,6032,238.49,True,-41.89,20.25,2018-04-10 00:00:00
12811,9,92,4484,256.25,True,26.09,11.63,2018-04-10 03:33:31
71619,0,93,2352,21.71,False,-18.33,9.75,2018-04-01 19:53:39
43561,2,93,2352,14.39,False,-18.33,9.75,2018-04-03 12:06:01
19907,2,93,2352,22.23,False,-18.33,9.75,2018-04-03 05:31:47
23444,3,93,2352,19.04,False,-18.33,9.75,2018-04-04 06:30:44
70240,4,93,2352,13.71,False,-18.33,9.75,2018-04-05 19:30:40
62552,4,93,6145,25.75,False,-18.07,11.41,2018-04-05 17:22:32
48559,5,93,2352,12.21,False,-18.33,9.75,2018-04-06 13:29:19
41862,5,93,5135,8.41,False,-17.5,7.92,2018-04-06 11:37:42
27888,6,93,2352,16.35,False,-18.33,9.75,2018-04-07 07:44:48
59353,7,93,4572,7.2,True,-31.11,19.46,2018-04-08 16:29:13
79641,8,93,1241,18.15,True,28.03,37.98,2018-04-09 22:07:21
53811,0,94,349,25.53,False,-7.66,0.91,2018-04-01 14:56:51
35497,0,94,349,35.03,False,-7.66,0.91,2018-04-01 09:51:37
21891,0,94,349,73.63,False,-7.66,0.91,2018-04-01 06:04:51
60490,0,94,349,66.31,False,-7.66,0.91,2018-04-01 16:48:10
26638,1,94,349,64.42,False,-7.66,0.91,2018-04-02 07:23:58
4946,1,94,349,91.85,False,-7.66,0.91,2018-04-02 01:22:26
17236,2,94,349,24.31,False,-7.66,0.91,2018-04-03 04:47:16
45505,2,94,349,60.92,False,-7.66,0.91,2018-04-03 12:38:25
74340,3,94,4663,87.45,True,9.84,36.45,2018-04-04 20:39:00
80942,3,94,5488,100.1,True,-3.93,-46.71,2018-04-04 22:29:02
83440,3,94,665,122.47,True,-5.34,-27.25,2018-04-04 23:10:40
86400,3,94,1557,111.83,True,7.15,-6.94,2018-04-05 00:00:00
86400,3,94,265,129.6,True,40.64,-0.07,2018-04-05 00:00:00
86400,3,94,383,122.64,True,27.25,-26.66,2018-04-05 00:00:00
41262,4,94,3029,120.91,True,20.85,-36.85,2018-04-05 11:27:42
57857,4,94,7718,148.78,True,38.92,8.7,2018-04-05 16:04:17
75618,4,94,86,171.83,True,3.77,25.33,2018-04-05 21:00:18
86400,4,94,3264,180.71,True,9.94,-15.32,2018-04-06 00:00:00
26509,5,94,3551,223.52,True,-36.29,-31.35,2018-04-06 07:21:49
45656,5,94,6890,224.88,True,49.59,4.27,2018-04-06 12:40:56
48313,5,94,4709,226.46,True,-26.22,-2.89,2018-04-06 13:25:13
55902,5,94,3526,218.29,True,-46.25,4.73,2018-04-06 15:31:42
65064,5,94,2312,224.83,True,-19.43,-43.07,2018-04-06 18:04:24
86067,5,94,2806,232.48,True,1.38,41.04,2018-04-06 23:54:27
86400,5,94,7841,236.56,True,0.01,-0.18,2018-04-07 00:00:00
46146,6,94,4184,263.63,True,23.43,20.17,2018-04-07 12:49:06
48008,6,94,6084,270.28,True,-17.94,21.06,2018-04-07 13:20:08
69987,6,94,2040,308.6,True,3.62,34.43,2018-04-07 19:26:27
49637,7,94,2831,358.21,True,-35.77,-19.3,2018-04-08 13:47:17
77578,7,94,977,380.16,True,45.57,-20.37,2018-04-08 21:32:58
60793,8,94,3200,421.73,True,25.29,-23.03,2018-04-09 16:53:13
63377,8,94,6570,466.58,True,-9.47,46.7,2018-04-09 17:36:17
80999,9,94,3300,524.13,True,-21.93,-15.19,2018-04-10 22:29:59
81745,9,94,7871,571.6,True,-22.92,-39.75,2018-04-10 22:42:25
86400,9,94,7865,640.7,True,8.12,-37.08,2018-04-11 00:00:00
86400,9,94,7566,706.6,True,44.8,8.25,2018-04-11 00:00:00
43387,0,95,3165,45.39,False,-0.38,-1.84,2018-04-01 12:03:07
59693,0,95,4144,115.22,False,-3.72,-0.24,2018-04-01 16:34:53
78917,1,95,4278,86.32,False,-2.79,-1.86,2018-04-02 21:55:17
65666,1,95,4136,77.91,False,-2.95,-1.85,2018-04-02 18:14:26
42254,1,95,1398,34.76,False,-2.63,-2.54,2018-04-02 11:44:14
47323,2,95,6340,60.32,True,-0.51,-36.44,2018-04-03 13:08:43
47785,2,95,2852,66.27,True,-4.5,45.54,2018-04-03 13:16:25
57791,2,95,4184,80.75,True,23.43,20.17,2018-04-03 16:03:11
47226,3,95,4002,79.9,True,-18.63,21.47,2018-04-04 13:07:06
67348,3,95,1052,102.53,True,-16.15,36.22,2018-04-04 18:42:28
86400,3,95,1391,148.26,True,13.14,-47.27,2018-04-05 00:00:00
86400,3,95,5292,175.31,True,-11.54,23.84,2018-04-05 00:00:00
64317,4,95,4527,238.3,True,27.4,-8.79,2018-04-05 17:51:57
82496,4,95,1665,253.86,True,-1.51,-30.99,2018-04-05 22:54:56
86400,4,95,2969,281.01,True,-2.33,11.72,2018-04-06 00:00:00
62183,5,95,4788,300.34,True,-1.62,-35.86,2018-04-06 17:16:23
75586,5,95,1825,346.76,True,-30.82,23.03,2018-04-06 20:59:46
72629,6,95,21,391.59,True,1.45,-0.93,2018-04-07 20:10:29
86400,6,95,7610,436.86,True,40.14,-16.22,2018-04-08 00:00:00
86400,6,95,5364,469.91,True,-5.9,-6.6,2018-04-08 00:00:00
86400,6,95,5345,505.22,True,32.98,15.1,2018-04-08 00:00:00
26022,7,95,2575,579.26,True,4.62,14.78,2018-04-08 07:13:42
64359,8,95,6719,645.44,True,-39.32,16.84,2018-04-09 17:52:39
78099,8,95,7946,718.92,True,-36.36,-22.43,2018-04-09 21:41:39
34586,9,95,7950,817.33,True,1.76,16.16,2018-04-10 09:36:26
42754,0,96,4736,3.7,False,11.8,42.6,2018-04-01 11:52:34
44006,0,96,5642,5.41,False,13.66,41.81,2018-04-01 12:13:26
0,0,96,2024,4.96,False,12.75,40.57,2018-04-01 00:00:00
32645,0,96,2024,3.75,False,12.75,40.57,2018-04-01 09:04:05
54704,1,96,4736,5.42,False,11.8,42.6,2018-04-02 15:11:44
52768,1,96,4676,3.4,False,13.11,41.81,2018-04-02 14:39:28
61384,2,96,4736,3.21,False,11.8,42.6,2018-04-03 17:03:04
0,2,96,4882,14.36,False,9.77,43.14,2018-04-03 00:00:00
26082,2,96,4736,16.67,False,11.8,42.6,2018-04-03 07:14:42
54491,2,96,2409,12.38,False,13.93,42.17,2018-04-03 15:08:11
64109,2,96,4736,9.37,False,11.8,42.6,2018-04-03 17:48:29
45681,3,96,7261,14.56,False,11.26,42.38,2018-04-04 12:41:21
45427,3,96,4736,5.64,False,11.8,42.6,2018-04-04 12:37:07
54915,3,96,4676,0.0,False,13.11,41.81,2018-04-04 15:15:15
69591,3,96,4676,14.82,False,13.11,41.81,2018-04-04 19:19:51
72138,4,96,3817,12.8,True,32.11,9.08,2018-04-05 20:02:18
18939,5,96,1881,10.88,True,-6.28,25.82,2018-04-06 05:15:39
62905,5,96,1118,15.11,True,17.63,40.98,2018-04-06 17:28:25
50398,6,96,772,14.01,True,-47.89,4.97,2018-04-07 13:59:58
52574,6,96,6918,24.77,True,23.6,-41.97,2018-04-07 14:36:14
26400,7,96,5272,21.84,True,-38.14,24.38,2018-04-08 07:20:00
86400,7,96,2830,36.68,True,7.25,5.67,2018-04-09 00:00:00
86400,7,96,265,44.28,True,40.64,-0.07,2018-04-09 00:00:00
86400,7,96,7120,40.74,True,30.81,-26.0,2018-04-09 00:00:00
86400,7,96,5837,35.96,True,0.35,1.81,2018-04-09 00:00:00
52798,8,96,922,41.17,True,2.76,47.07,2018-04-09 14:39:58
56265,8,96,5376,51.11,True,-16.2,-22.7,2018-04-09 15:37:45
69530,8,96,1541,58.3,True,-8.64,-5.3,2018-04-09 19:18:50
35503,9,96,1599,70.94,True,-4.01,3.2,2018-04-10 09:51:43
40875,9,96,7326,80.37,True,-6.01,-17.56,2018-04-10 11:21:15
46708,9,96,2894,88.29,True,11.99,48.51,2018-04-10 12:58:28
52173,9,96,3155,98.58,True,-17.88,-2.75,2018-04-10 14:29:33
55130,0,97,3126,3.49,False,16.77,1.91,2018-04-01 15:18:50
17238,0,97,3126,55.24,False,16.77,1.91,2018-04-01 04:47:18
80322,2,97,5560,3.84,True,10.45,35.81,2018-04-03 22:18:42
84609,2,97,1513,4.81,True,-29.7,-36.71,2018-04-03 23:30:09
25240,3,97,7654,21.93,True,38.73,17.54,2018-04-04 07:00:40
81007,3,97,1926,17.29,True,28.38,-11.55,2018-04-04 22:30:07
86400,3,97,539,14.14,True,10.38,-3.37,2018-04-05 00:00:00
0,4,97,1050,11.27,True,-44.77,-9.43,2018-04-05 00:00:00
33816,5,97,2789,28.33,True,-42.3,17.01,2018-04-06 09:23:36
34176,6,97,1185,51.99,True,18.43,-26.91,2018-04-07 09:29:36
54361,7,97,4635,42.44,True,-15.34,-2.12,2018-04-08 15:06:01
84218,7,97,6873,46.97,True,-21.58,-44.71,2018-04-08 23:23:38
4511,8,97,5205,61.43,True,8.71,-38.72,2018-04-09 01:15:11
63359,9,97,832,44.71,True,29.52,-39.87,2018-04-10 17:35:59
84190,9,97,270,31.2,True,-37.48,-29.51,2018-04-10 23:23:10
86400,9,97,3962,34.37,True,-3.15,46.91,2018-04-11 00:00:00
74816,1,98,6366,37.48,False,14.68,27.79,2018-04-02 20:46:56
59198,2,98,15,75.1,False,14.55,26.67,2018-04-03 16:26:38
70999,2,98,15,31.31,False,14.55,26.67,2018-04-03 19:43:19
26052,3,98,6366,42.44,False,14.68,27.79,2018-04-04 07:14:12
17190,3,98,6694,49.53,False,14.44,27.82,2018-04-04 04:46:30
26784,4,98,15,68.19,False,14.55,26.67,2018-04-05 07:26:24
31797,5,98,543,5.7,False,15.27,26.6,2018-04-06 08:49:57
71218,6,98,6694,48.3,False,14.44,27.82,2018-04-07 19:46:58
43782,6,98,543,68.45,False,15.27,26.6,2018-04-07 12:09:42
60631,6,98,6366,27.39,False,14.68,27.79,2018-04-07 16:50:31
34204,6,98,3386,19.62,False,16.24,27.35,2018-04-07 09:30:04
45033,7,98,6125,56.94,True,5.96,-32.86,2018-04-08 12:30:33
52057,9,98,4117,64.39,True,-4.63,-1.44,2018-04-10 14:27:37
55178,9,98,2095,75.02,True,26.28,-27.0,2018-04-10 15:19:38
70794,9,98,2337,83.28,True,15.41,-13.35,2018-04-10 19:39:54
83643,9,98,405,87.95,True,26.1,-41.76,2018-04-10 23:14:03
83984,9,98,5052,97.02,True,6.02,34.63,2018-04-10 23:19:44
62516,0,99,1016,9.19,False,22.84,-4.06,2018-04-01 17:21:56
23135,0,99,7093,6.9,False,22.53,-4.36,2018-04-01 06:25:35
48287,0,99,4205,6.35,False,22.26,-2.72,2018-04-01 13:24:47
56623,1,99,7226,12.64,False,23.28,-4.24,2018-04-02 15:43:43
43299,1,99,1242,0.81,False,22.97,-2.76,2018-04-02 12:01:39
77495,2,99,1016,8.33,False,22.84,-4.06,2018-04-03 21:31:35
86400,2,99,1016,12.36,False,22.84,-4.06,2018-04-04 00:00:00
39000,2,99,2693,11.41,False,21.8,-4.59,2018-04-03 10:50:00
2814,3,99,1518,14.11,False,21.44,-2.66,2018-04-04 00:46:54
86400,3,99,290,0.0,False,22.78,-2.87,2018-04-05 00:00:00
37451,3,99,1016,8.83,False,22.84,-4.06,2018-04-04 10:24:11
60704,4,99,2693,19.14,False,21.8,-4.59,2018-04-05 16:51:44
50857,4,99,7093,19.31,False,22.53,-4.36,2018-04-05 14:07:37
46608,4,99,1016,11.43,False,22.84,-4.06,2018-04-05 12:56:48
49764,5,99,1016,15.01,False,22.84,-4.06,2018-04-06 13:49:24
34753,5,99,7093,13.14,False,22.53,-4.36,2018-04-06 09:39:13
18584,5,99,7093,8.0,False,22.53,-4.36,2018-04-06 05:09:44
30465,5,99,6004,9.73,False,22.26,-2.92,2018-04-06 08:27:45
36878,6,99,6004,14.6,False,22.26,-2.92,2018-04-07 10:14:38
25626,6,99,1016,1.25,False,22.84,-4.06,2018-04-07 07:07:06
16054,6,99,1016,13.96,False,22.84,-4.06,2018-04-07 04:27:34
23808,6,99,1016,11.18,False,22.84,-4.06,2018-04-07 06:36:48
37304,7,99,1016,13.17,False,22.84,-4.06,2018-04-08 10:21:44
38584,7,99,1016,22.21,False,22.84,-4.06,2018-04-08 10:43:04
81162,7,99,7093,7.85,False,22.53,-4.36,2018-04-08 22:32:42
34157,8,99,5683,23.92,False,20.84,-2.45,2018-04-09 09:29:17
21622,8,99,1082,9.07,False,23.36,-3.08,2018-04-09 06:00:22
43648,8,99,1016,9.31,False,22.84,-4.06,2018-04-09 12:07:28
8425,9,99,1016,11.64,False,22.84,-4.06,2018-04-10 02:20:25
23792,9,99,2693,16.02,False,21.8,-4.59,2018-04-10 06:36:32
14080,9,99,7093,9.6,False,22.53,-4.36,2018-04-10 03:54:40
0,0,100,2246,0.0,False,8.13,-27.18,2018-04-01 00:00:00
26412,1,100,5831,29.87,False,8.81,-30.22,2018-04-02 07:20:12
72514,1,100,7205,44.96,False,8.54,-26.38,2018-04-02 20:08:34
69048,1,100,2246,37.17,False,8.13,-27.18,2018-04-02 19:10:48
55321,1,100,4550,29.24,False,7.52,-27.82,2018-04-02 15:22:01
27330,1,100,2246,4.11,False,8.13,-27.18,2018-04-02 07:35:30
57553,3,100,2376,38.72,True,-33.73,-1.89,2018-04-04 15:59:13
59840,4,100,5910,55.04,True,-25.5,-38.41,2018-04-05 16:37:20
27339,5,100,7542,78.3,True,9.9,7.21,2018-04-06 07:35:39
55706,5,100,2449,104.41,True,3.8,-2.39,2018-04-06 15:28:26
35508,6,100,3985,131.55,True,-32.02,-37.27,2018-04-07 09:51:48
51152,7,100,5555,160.6,True,8.08,31.05,2018-04-08 14:12:32
26464,8,100,3678,182.0,True,46.42,-16.46,2018-04-09 07:21:04
77426,8,100,3085,160.37,True,-1.86,-1.88,2018-04-09 21:30:26
36104,9,100,1752,163.59,True,-32.2,-31.25,2018-04-10 10:01:44
56694,9,100,5467,212.25,True,7.71,20.23,2018-04-10 15:44:54
56298,1,101,5016,68.65,False,34.7,-26.88,2018-04-02 15:38:18
15641,2,101,5016,9.67,False,34.7,-26.88,2018-04-03 04:20:41
25337,2,101,5016,29.35,False,34.7,-26.88,2018-04-03 07:02:17
28794,3,101,1071,35.86,True,-13.97,32.65,2018-04-04 07:59:54
59227,9,101,3185,59.99,True,-17.5,28.21,2018-04-10 16:27:07
52582,0,102,2982,37.95,False,19.35,-14.52,2018-04-01 14:36:22
54700,0,102,5795,30.86,False,19.1,-13.92,2018-04-01 15:11:40
37704,1,102,3447,4.02,False,19.54,-14.92,2018-04-02 10:28:24
61068,1,102,2982,39.39,False,19.35,-14.52,2018-04-02 16:57:48
58740,1,102,2258,0.0,False,20.76,-15.77,2018-04-02 16:19:00
42257,1,102,3447,20.38,False,19.54,-14.92,2018-04-02 11:44:17
73227,2,102,3557,46.56,False,21.66,-14.12,2018-04-03 20:20:27
47884,2,102,7694,27.93,False,18.69,-13.97,2018-04-03 13:18:04
51144,2,102,7694,19.09,False,18.69,-13.97,2018-04-03 14:12:24
41205,2,102,3782,25.32,False,19.68,-15.44,2018-04-03 11:26:45
86400,3,102,5795,61.81,False,19.1,-13.92,2018-04-05 00:00:00
64460,3,102,3321,9.08,False,19.52,-15.19,2018-04-04 17:54:20
60483,4,102,4009,38.97,False,17.95,-14.09,2018-04-05 16:48:03
67669,4,102,6189,41.37,False,21.41,-15.38,2018-04-05 18:47:49
74250,5,102,577,12.53,True,0.53,-30.93,2018-04-06 20:37:30
76981,5,102,6949,16.44,True,34.5,33.59,2018-04-06 21:23:01
77416,5,102,470,12.8,True,-12.92,-4.57,2018-04-06 21:30:16
41884,6,102,1216,38.13,True,-11.76,47.78,2018-04-07 11:38:04
59510,6,102,4938,40.85,True,-2.02,2.09,2018-04-07 16:31:50
62560,6,102,414,56.99,True,-35.23,10.91,2018-04-07 17:22:40
66438,6,102,5545,79.97,True,13.16,-45.79,2018-04-07 18:27:18
40660,7,102,6388,94.92,True,7.93,-4.08,2018-04-08 11:17:40
54552,7,102,158,83.29,True,9.48,18.12,2018-04-08 15:09:12
27860,9,102,5923,95.86,True,17.69,-41.54,2018-04-10 07:44:20
29993,9,102,195,70.75,True,-42.25,25.85,2018-04-10 08:19:53
55316,9,102,7862,80.95,True,43.76,14.52,2018-04-10 15:21:56
82047,9,102,5887,52.57,True,-17.01,46.32,2018-04-10 22:47:27
34187,0,103,7923,61.7,False,5.31,-35.7,2018-04-01 09:29:47
27692,0,103,7923,64.79,False,5.31,-35.7,2018-04-01 07:41:32
27207,1,103,3531,103.38,False,6.03,-33.31,2018-04-02 07:33:27
20822,2,103,4455,0.0,False,6.17,-36.09,2018-04-03 05:47:02
81033,3,103,7086,87.18,True,13.63,-30.76,2018-04-04 22:30:33
86400,3,103,6926,124.47,True,40.52,28.0,2018-04-05 00:00:00
41071,4,103,241,118.29,True,-15.81,-16.33,2018-04-05 11:24:31
47095,6,103,5441,128.84,True,-15.65,-11.4,2018-04-07 13:04:55
54232,6,103,2101,163.73,True,6.11,-1.43,2018-04-07 15:03:52
